Region/Country/Area,CO2 emission estimates,Year,Series,Value,Footnotes,Source
748,Eswatini,1975,Emissions (thousand metric tons of carbon dioxide),476,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,1985,Emissions (thousand metric tons of carbon dioxide),796,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2005,Emissions (thousand metric tons of carbon dioxide),"1,153",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2010,Emissions (thousand metric tons of carbon dioxide),998,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2015,Emissions (thousand metric tons of carbon dioxide),"1,187",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2018,Emissions (thousand metric tons of carbon dioxide),"1,253",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2019,Emissions (thousand metric tons of carbon dioxide),"1,321",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2020,Emissions (thousand metric tons of carbon dioxide),"1,298",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,1975,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,1985,Emissions per capita (metric tons of carbon dioxide),0.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2005,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2010,Emissions per capita (metric tons of carbon dioxide),0.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2015,Emissions per capita (metric tons of carbon dioxide),0.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2018,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2019,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
748,Eswatini,2020,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,1975,Emissions (thousand metric tons of carbon dioxide),"5,111",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,1985,Emissions (thousand metric tons of carbon dioxide),"6,295",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2005,Emissions (thousand metric tons of carbon dioxide),"13,664",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2010,Emissions (thousand metric tons of carbon dioxide),"16,423",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2015,Emissions (thousand metric tons of carbon dioxide),"22,226",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2018,Emissions (thousand metric tons of carbon dioxide),"26,263",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2019,Emissions (thousand metric tons of carbon dioxide),"27,209",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2020,Emissions (thousand metric tons of carbon dioxide),"27,909",Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,1975,Emissions per capita (metric tons of carbon dioxide),0,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,1985,Emissions per capita (metric tons of carbon dioxide),0,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2005,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2010,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2015,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2018,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2019,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
231,Ethiopia,2020,Emissions per capita (metric tons of carbon dioxide),0.1,Data refer to fiscal years beginning 1 July.;Excluding Eritrea.,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,1975,Emissions (thousand metric tons of carbon dioxide),"45,054",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,1985,Emissions (thousand metric tons of carbon dioxide),"49,251",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2005,Emissions (thousand metric tons of carbon dioxide),"56,316",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2010,Emissions (thousand metric tons of carbon dioxide),"63,641",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2015,Emissions (thousand metric tons of carbon dioxide),"43,929",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2018,Emissions (thousand metric tons of carbon dioxide),"45,464",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2019,Emissions (thousand metric tons of carbon dioxide),"42,074",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2020,Emissions (thousand metric tons of carbon dioxide),"37,306",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,1975,Emissions per capita (metric tons of carbon dioxide),9.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,1985,Emissions per capita (metric tons of carbon dioxide),9.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2005,Emissions per capita (metric tons of carbon dioxide),10.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2010,Emissions per capita (metric tons of carbon dioxide),11.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2015,Emissions per capita (metric tons of carbon dioxide),7.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2018,Emissions per capita (metric tons of carbon dioxide),7.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2019,Emissions per capita (metric tons of carbon dioxide),7.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
246,Finland,2020,Emissions per capita (metric tons of carbon dioxide),6.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,1975,Emissions (thousand metric tons of carbon dioxide),"430,943",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,1985,Emissions (thousand metric tons of carbon dioxide),"359,539",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2005,Emissions (thousand metric tons of carbon dioxide),"378,408",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2010,Emissions (thousand metric tons of carbon dioxide),"347,109",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2015,Emissions (thousand metric tons of carbon dioxide),"311,285","From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2018,Emissions (thousand metric tons of carbon dioxide),"306,981","From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2019,Emissions (thousand metric tons of carbon dioxide),"300,520","From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2020,Emissions (thousand metric tons of carbon dioxide),"267,036","From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,1975,Emissions per capita (metric tons of carbon dioxide),7.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,1985,Emissions per capita (metric tons of carbon dioxide),6.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2005,Emissions per capita (metric tons of carbon dioxide),5.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2010,Emissions per capita (metric tons of carbon dioxide),5.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2015,Emissions per capita (metric tons of carbon dioxide),4.6,"From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2018,Emissions per capita (metric tons of carbon dioxide),4.5,"From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2019,Emissions per capita (metric tons of carbon dioxide),4.3,"From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
250,France,2020,Emissions per capita (metric tons of carbon dioxide),3.8,"From 2011 onwards, data include Monaco, and the five overseas departments and exclude New Caledonia, French Polynesia, St. Barthélemy, St. Martin, St. Pierre and Miquelon, and Wallis and Futuna.","International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,1975,Emissions (thousand metric tons of carbon dioxide),925,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,1985,Emissions (thousand metric tons of carbon dioxide),"1,898",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2005,Emissions (thousand metric tons of carbon dioxide),"2,172",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2010,Emissions (thousand metric tons of carbon dioxide),"3,286",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2015,Emissions (thousand metric tons of carbon dioxide),"3,911",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2018,Emissions (thousand metric tons of carbon dioxide),"3,095",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2019,Emissions (thousand metric tons of carbon dioxide),"3,080",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2020,Emissions (thousand metric tons of carbon dioxide),"3,142",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,1975,Emissions per capita (metric tons of carbon dioxide),1.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,1985,Emissions per capita (metric tons of carbon dioxide),2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2005,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2010,Emissions per capita (metric tons of carbon dioxide),1.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2015,Emissions per capita (metric tons of carbon dioxide),1.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2018,Emissions per capita (metric tons of carbon dioxide),1.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2019,Emissions per capita (metric tons of carbon dioxide),1.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
266,Gabon,2020,Emissions per capita (metric tons of carbon dioxide),1.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2005,Emissions (thousand metric tons of carbon dioxide),"4,244",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2010,Emissions (thousand metric tons of carbon dioxide),"5,188",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2015,Emissions (thousand metric tons of carbon dioxide),"9,003",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2018,Emissions (thousand metric tons of carbon dioxide),"9,195",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2019,Emissions (thousand metric tons of carbon dioxide),"9,742",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2020,Emissions (thousand metric tons of carbon dioxide),"9,506",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2005,Emissions per capita (metric tons of carbon dioxide),1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2010,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2015,Emissions per capita (metric tons of carbon dioxide),2.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2018,Emissions per capita (metric tons of carbon dioxide),2.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2019,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
268,Georgia,2020,Emissions per capita (metric tons of carbon dioxide),2.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,1975,Emissions (thousand metric tons of carbon dioxide),"985,008",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,1985,Emissions (thousand metric tons of carbon dioxide),"1,016,975",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2005,Emissions (thousand metric tons of carbon dioxide),"796,347",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2010,Emissions (thousand metric tons of carbon dioxide),"769,624",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2015,Emissions (thousand metric tons of carbon dioxide),"739,890",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2018,Emissions (thousand metric tons of carbon dioxide),"704,489",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2019,Emissions (thousand metric tons of carbon dioxide),"655,181",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2020,Emissions (thousand metric tons of carbon dioxide),"599,289",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,1975,Emissions per capita (metric tons of carbon dioxide),12.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,1985,Emissions per capita (metric tons of carbon dioxide),12.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2005,Emissions per capita (metric tons of carbon dioxide),9.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2010,Emissions per capita (metric tons of carbon dioxide),9.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2015,Emissions per capita (metric tons of carbon dioxide),8.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2018,Emissions per capita (metric tons of carbon dioxide),8.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2019,Emissions per capita (metric tons of carbon dioxide),7.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
276,Germany,2020,Emissions per capita (metric tons of carbon dioxide),7.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,1975,Emissions (thousand metric tons of carbon dioxide),"3,000",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,1985,Emissions (thousand metric tons of carbon dioxide),"2,952",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2005,Emissions (thousand metric tons of carbon dioxide),"7,106",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2010,Emissions (thousand metric tons of carbon dioxide),"11,138",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2015,Emissions (thousand metric tons of carbon dioxide),"14,979",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2018,Emissions (thousand metric tons of carbon dioxide),"17,429",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2019,Emissions (thousand metric tons of carbon dioxide),"18,722",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2020,Emissions (thousand metric tons of carbon dioxide),"20,099",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,1975,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,1985,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2005,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2010,Emissions per capita (metric tons of carbon dioxide),0.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2015,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2018,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2019,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
288,Ghana,2020,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,1975,Emissions (thousand metric tons of carbon dioxide),63,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,1985,Emissions (thousand metric tons of carbon dioxide),91,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,2005,Emissions (thousand metric tons of carbon dioxide),412,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,2010,Emissions (thousand metric tons of carbon dioxide),482,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,2015,Emissions (thousand metric tons of carbon dioxide),596,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,2018,Emissions (thousand metric tons of carbon dioxide),701,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
292,Gibraltar,2019,Emissions (thousand metric tons of carbon dioxide),729,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
